"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Link","Abstract","EID"
"Marzouk M.; Zitoun C.; Belghith O.; Skhiri S.","Marzouk, Maryem (58633344000); Zitoun, Cyrine (57440055700); Belghith, Oumaima (57226276028); Skhiri, Sabri (54411426400)","58633344000; 57440055700; 57226276028; 54411426400","The Building Blocks of a Responsible Artificial Intelligence Practice: An Outlook on the Current Landscape","2023","IEEE Intelligent Systems","38","6","","9","18","9","10.1109/MIS.2023.3320438","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173377365&doi=10.1109%2fMIS.2023.3320438&partnerID=40&md5=42cded4a608a7ed497d7bf89a165ca32","For artificial intelligence (AI)-driven companies, awareness of the urgency of the responsible application of AI became essential with increased interest from different stakeholders. Responsible AI (RAI) has emerged as a practice to guide the design, development, deployment, and use of AI systems to ensure a benefit to users and those impacted by the systems' outcomes. This benefit is achieved through trustworthy models and strategies that assimilate ethical principles to ensure compliance with regulations and standards for long-term trust. However, RAI comes with the challenge of lack of standardization when it comes to which principles to adopt, what they mean, and how they can be operationalized. This article aims to bridge the gap between principles and practice through a study of different approaches taken in the literature and the proposition of a foundational framework.  © 2001-2011 IEEE.","2-s2.0-85173377365"
"Saha K.; Chandrasekharan E.","Saha, Koustuv (57194395042); Chandrasekharan, Eshwar (57201449769)","57194395042; 57201449769","Future of Workplace Conversational AI-driven Personal Assistants: Promises and Perils","2023","ACM International Conference Proceeding Series","","","","133","135","2","10.1145/3632754.3632939","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185397012&doi=10.1145%2f3632754.3632939&partnerID=40&md5=3358c6d5cf8f79ce03dddf40fc31548d","This proposal aims to provide an empirical understanding of how conversational AI-driven personal assistants can operate effectively and ethically in the workplace. In particular, we will carefully design and build a prototype for a new AI-powered workplace assistant called SAILOR, conduct user studies to understand user expectations and concerns around AI-driven personal assistants like SAILOR, and develop a conceptual framework to evaluate the benefits and harms of human-centered AI systems, ensuring their deployment aligns with high standards of functionality and ethics. In addition, we seek to provide a comprehensive set of guidelines and recommendations for the responsible design of such tools. Our findings will have broad implications for the ethical design, development, and deployment of AI-driven systems for human-centered applications like assisting workers in the workplace.  © 2023 Owner/Author.","2-s2.0-85185397012"
"van den Berg M.; Gerlings J.; Kim J.","van den Berg, Martin (7201697066); Gerlings, Julie (57221693279); Kim, Jenia (58867732900)","7201697066; 57221693279; 58867732900","Empirical Research on Ensuring Ethical AI in Fraud Detection of Insurance Claims: A Field Study of Dutch Insurers","2024","Communications in Computer and Information Science","1948 CCIS","","","106","114","8","10.1007/978-3-031-50485-3_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184293011&doi=10.1007%2f978-3-031-50485-3_9&partnerID=40&md5=d0a4c4064117dde0c4c663aeaa4ae7d0","The insurance industry in the Netherlands applies artificial intelligence (AI) in different processes and acknowledges that AI should be implemented in an ethical and responsible manner. Therefore, the Dutch Association of Insurers supported the industry by publishing an ethical framework. However, the framework is a set of high-level requirements, and the question is how these requirements are translated into local practices. Our research question is how ethical requirements are applied by insurance companies when using AI systems to detect fraud in insurance claims. To answer this question, we conducted interviews with representatives of four different organizations. The study demonstrates the awareness amongst interviewees that AI needs to be applied in a responsible way. The ethical framework provides a good starting point for insurers to develop their own practical ethical guidelines. Empirical evidence confirms that accountability, safety, transparency, non-discrimination, and human agency are priorities in the process of AI implementation. The research shows that translation of the ethical framework into operational and actionable instructions is done in-house by each organization and requires a multidisciplinary approach and cooperation between teams. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.","2-s2.0-85184293011"
"Larasati R.; de Liddo A.; Motta E.","Larasati, Retno (57197729397); de Liddo, Anna (13008594300); Motta, Enrico (7006092143)","57197729397; 13008594300; 7006092143","Meaningful Explanation Effect on User’s Trust in an AI Medical System: Designing Explanations for Non-Expert Users","2023","ACM Transactions on Interactive Intelligent Systems","13","4","30","","","","10.1145/3631614","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181447199&doi=10.1145%2f3631614&partnerID=40&md5=bb6c639b4c8e051241d8bf685c185af2","Whereas most research in AI system explanation for healthcare applications looks at developing algorithmic explanations targeted at AI experts or medical professionals, the question we raise is: How do we build meaningful explanations for laypeople? And how does a meaningful explanation affect user’s trust perceptions? Our research investigates how the key factors affecting human-AI trust change in the light of human expertise, and how to design explanations specifically targeted at non-experts. By means of a stage-based design method, we map the ways laypeople understand AI explanations in a User Explanation Model. We also map both medical professionals and AI experts’ practice in an Expert Explanation Model. A Target Explanation Model is then proposed, which represents how experts’ practice and layperson’s understanding can be combined to design meaningful explanations. Design guidelines for meaningful AI explanations are proposed, and a prototype of AI system explanation for non-expert users in a breast cancer scenario is presented and assessed on how it affect users’ trust perceptions. © 2023 Copyright held by the owner/author(s)","2-s2.0-85181447199"
"Goodarzi P.; Ansari M.; Mahdavinejad M.; Russo A.; Haghighatbin M.; Pour Rahimian F.","Goodarzi, Parichehr (58316222300); Ansari, Mojtaba (23767012400); Mahdavinejad, Mohammadjavad (53164158600); Russo, Alessio (55998612300); Haghighatbin, Mahdi (58317294000); Pour Rahimian, Farzad (57217859353)","58316222300; 23767012400; 53164158600; 55998612300; 58317294000; 57217859353","Morphological analysis of historical lanscapes based on cultural DNA approach","2023","Digital Applications in Archaeology and Cultural Heritage","30","","e00277","","","","10.1016/j.daach.2023.e00277","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162088307&doi=10.1016%2fj.daach.2023.e00277&partnerID=40&md5=082f5a6966c408934f644d5a7c7bdeb1","Recent trends in landscape architecture investigate new approaches, methods, and technologies to understand, monitor, manage, continuity, and sustainably develop heritage landscapes. Cultural DNA (CD) represents designs' transferable geometric, behavioural and functional properties. The morphological structure of Persian historical gardens possesses discoverable hidden patterns, computable through the CD's mathematical and computational models. This study aims to investigate and discover effective parameters in the spatial structure of historical Persian gardens using Space Syntax. Six Persian Gardens were surveyed, and spatial structures were analysed using DepthMap10 software. The results show that these spaces follow meaningful mathematical patterns and rules that can be formulated in the context of generative processes and generalized for the evolutionary continuity of gardens. However, further research is proposed to develop more advanced computational methods, such as artificial intelligence (AI) algorithms and AI-based decision support tools, to help to generate design scenarios and to transmit culture through the design process. © 2023","2-s2.0-85162088307"
"Singh J.; Sandhu J.K.; Kumar Y.","Singh, Jagandeep (58729627000); Sandhu, Jasminder Kaur (56712403800); Kumar, Yogesh (57225085312)","58729627000; 56712403800; 57225085312","Metaheuristic-based hyperparameter optimization for multi-disease detection and diagnosis in machine learning","2024","Service Oriented Computing and Applications","","","","","","","10.1007/s11761-023-00382-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182854072&doi=10.1007%2fs11761-023-00382-8&partnerID=40&md5=b0fe5a123a4b9ace0f8c018163367265","Metaheuristic algorithms with machine learning techniques have become popular because it works so well for problems like regression, classification, rule mining, and clustering in health care. This paper’s primary purpose is to design a multi-disease prediction system using AI-based metaheuristic approaches. Initially, the data is collected in the form of diverse classes, which include Id, gender, date of birth, etc. The data has been preprocessed, normalized, and graphically represented to improve its quality and detect any errors. Later, machine learning models, such as decision tree, extra tree classifier, extreme gradient boosting classifier, light gradient boosting machine classifier, random forest, and artificial neural network, are initially trained without optimizing hyperparameters and then fine-tuned by integrating various hyperparameter optimizers such as grid search CV, random search, hyperband, and genetic search. During experimentation, it is found that optimizing the models using random search optimizer computed the highest accuracy of 100% as compared to the rest of the hyperparameter optimizers. In the context of ‘Service Oriented Computing and Applications,’ our multi-disease prediction system offers valuable innovation. It aligns with the goal of enhancing healthcare services, patient outcomes, and healthcare efficiency. Our pioneering integration of metaheuristic algorithms and machine learning introduces intelligent healthcare solutions, with the study’s focus on hyperparameter optimization and achieving 100% accuracy demonstrates practical significance in SOC and its applications. © 2024, The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature.","2-s2.0-85182854072"
"Schedl M.; Anelli V.W.; Lex E.","Schedl, Markus (8684865900); Anelli, Vito Walter (57078657900); Lex, Elisabeth (25928014700)","8684865900; 57078657900; 25928014700","Trustworthy Recommender Systems: Technical, Ethical, Legal, and Regulatory Perspectives","2023","Proceedings  of the 17th ACM Conference on Recommender Systems, RecSys 2023","","","","1288","1290","2","10.1145/3604915.3609497","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174504650&doi=10.1145%2f3604915.3609497&partnerID=40&md5=5972fc68805ae0a44c28f52d40339159","This tutorial provides an interdisciplinary overview about the topics of fairness, non-discrimination, transparency, privacy, and security in the context of recommender systems. These are important dimensions of trustworthy AI systems according to European policies, but also extend to the global debate on regulating AI technology. Since we strongly believe that the aforementioned aspects require more than merely technical considerations, we discuss these topics also from ethical, legal, and regulatory points of views, intertwining different perspectives. The main focus of the tutorial is still on presenting technical solutions that aim at addressing the mentioned topics of trustworthiness. In addition, the tutorial equips the mostly technical audience of RecSys with the necessary understanding of the social and ethical implications of their research and development, and of recent ethical guidelines and regulatory frameworks. © 2023 Owner/Author.","2-s2.0-85174504650"
"Islam M.S.; Rahman W.; Abdelkader A.; Lee S.; Yang P.T.; Purks J.L.; Adams J.L.; Schneider R.B.; Dorsey E.R.; Hoque E.","Islam, Md Saiful (57217440460); Rahman, Wasifur (57213423205); Abdelkader, Abdelrahman (57550775200); Lee, Sangwu (57213418462); Yang, Phillip T. (57550378800); Purks, Jennifer Lynn (57194767116); Adams, Jamie Lynn (57198418505); Schneider, Ruth B. (57187564000); Dorsey, Earl Ray (57202594230); Hoque, Ehsan (26422051800)","57217440460; 57213423205; 57550775200; 57213418462; 57550378800; 57194767116; 57198418505; 57187564000; 57202594230; 26422051800","Using AI to measure Parkinson’s disease severity at home","2023","npj Digital Medicine","6","1","156","","","","10.1038/s41746-023-00905-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168699202&doi=10.1038%2fs41746-023-00905-9&partnerID=40&md5=ec6c413f5f797a1308135f17bcbe2f01","We present an artificial intelligence (AI) system to remotely assess the motor performance of individuals with Parkinson’s disease (PD). In our study, 250 global participants performed a standardized motor task involving finger-tapping in front of a webcam. To establish the severity of Parkinsonian symptoms based on the finger-tapping task, three expert neurologists independently rated the recorded videos on a scale of 0–4, following the Movement Disorder Society Unified Parkinson’s Disease Rating Scale (MDS-UPDRS). The inter-rater reliability was excellent, with an intra-class correlation coefficient (ICC) of 0.88. We developed computer algorithms to obtain objective measurements that align with the MDS-UPDRS guideline and are strongly correlated with the neurologists’ ratings. Our machine learning model trained on these measures outperformed two MDS-UPDRS certified raters, with a mean absolute error (MAE) of 0.58 points compared to the raters’ average MAE of 0.83 points. However, the model performed slightly worse than the expert neurologists (0.53 MAE). The methodology can be replicated for similar motor tasks, providing the possibility of evaluating individuals with PD and other movement disorders remotely, objectively, and in areas with limited access to neurological care. © 2023, Springer Nature Limited.","2-s2.0-85168699202"
"Tukur M.; Saad G.; Alshagathrh F.M.; Househ M.; Agus M.","Tukur, Muhammad (57221497010); Saad, Ghassan (58521084400); Alshagathrh, Fahad M (57023989900); Househ, Mowafa (8667908000); Agus, Marco (57195623616)","57221497010; 58521084400; 57023989900; 8667908000; 57195623616","Telehealth interventions during COVID-19 pandemic: A scoping review of applications, challenges, privacy and security issues","2023","BMJ Health and Care Informatics","30","1","e100676","","","","10.1136/bmjhci-2022-100676","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166597753&doi=10.1136%2fbmjhci-2022-100676&partnerID=40&md5=12c2e5e8c7157ed0ef06c5c6445e7c94","Background The COVID-19, caused by the SARS-CoV-2 virus, proliferated worldwide, leading to a pandemic. Many governmental and non-governmental organisations and research institutes are contributing to the COVID-19 fight to control the pandemic. Motivation Numerous telehealth applications have been proposed and adopted during the pandemic to combat the spread of the disease. To this end, powerful tools such as artificial intelligence (AI)/robotic technologies, tracking, monitoring, consultation apps and other telehealth interventions have been extensively used. However, there are several issues and challenges that are currently facing this technology. Objective The purpose of this scoping review is to analyse the primary goal of these techniques; document their contribution to tackling COVID-19; identify and categorise their main challenges and future direction in fighting against the COVID-19 or future pandemic outbreaks. Methods Four digital libraries (ACM, IEEE, Scopus and Google Scholar) were searched to identify relevant sources. Preferred Reporting Items for Systematic reviews and Meta-Analyses extension for Scoping Reviews (PRISMA-ScR) was used as a guideline procedure to develop a comprehensive scoping review. General telehealth features were extracted from the studies reviewed and analysed in the context of the intervention type, technology used, contributions, challenges, issues and limitations. Results A collection of 27 studies were analysed. The reported telehealth interventions were classified into two main categories: AI-based and non-AI-based interventions; their main contributions to tackling COVID-19 are in the aspects of disease detection and diagnosis, pathogenesis and virology, vaccine and drug development, transmission and epidemic predictions, online patient consultation, tracing, and observation; 28 telehealth intervention challenges/issues have been reported and categorised into technical (14), non-technical (10), and privacy, and policy issues (4). The most critical technical challenges are: network issues, system reliability issues, performance, accuracy and compatibility issues. Moreover, the most critical non-technical issues are: the skills required, hardware/software cost, inability to entirely replace physical treatment and people's uncertainty about using the technology. Stringent laws/regulations, ethical issues are some of the policy and privacy issues affecting the development of the telehealth interventions reported in the literature. Conclusion This study provides medical and scientific scholars with a comprehensive overview of telehealth technologies' current and future applications in the fight against COVID-19 to motivate researchers to continue to maximise the benefits of these techniques in the fight against pandemics. Lastly, we recommend that the identified challenges, privacy, and security issues and solutions be considered when designing and developing future telehealth applications.  © Author(s) (or their employer(s)) 2023. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.","2-s2.0-85166597753"
"Hacker P.","Hacker, Philipp (57207556651)","57207556651","The European AI liability directives – Critique of a half-hearted approach and lessons for the future","2023","Computer Law and Security Review","51","","105871","","","","10.1016/j.clsr.2023.105871","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170636566&doi=10.1016%2fj.clsr.2023.105871&partnerID=40&md5=9f0a5997a531a512b0fe26cac7924b61","The optimal liability framework for AI systems remains an unsolved problem across the globe. With ChatGPT and other large generative models taking the technology to the next level, solutions are urgently needed. In a much-anticipated move, the European Commission advanced two proposals outlining the European approach to AI liability in September 2022: a novel AI Liability Directive (AILD) and a revision of the Product Liability Directive (PLD). They constitute the final cornerstone of AI regulation in the EU. Crucially, the liability proposals and the proposed EU AI Act are inherently intertwined: the latter does not contain any individual rights of affected persons, and the former lack specific, substantive rules on AI development and deployment. Taken together, these acts may well trigger a “Brussels effect” in AI regulation, with significant consequences for the US and other countries. Against this background, this paper makes three novel contributions. First, it examines in detail the liability proposals and shows that, while making steps in the right direction, they ultimately represent a half-hearted approach: if enacted as foreseen, AI liability in the EU will primarily rest on disclosure of evidence mechanisms and a set of narrowly defined presumptions concerning fault, defectiveness and causality. Hence, second, the article suggests amendments to the proposed AI liability framework. They are collected in a concise Annex at the end of the paper. I argue, inter alia, that the dichotomy between the fault-based AILD Proposal and the supposedly strict liability PLD Proposal is fictional and should be abandoned; that an EU framework for AI liability should comprise one fully harmonizing regulation instead of two insufficiently coordinated directives; and that the current proposals unjustifiably collapse fundamental distinctions between social and individual risk by equating high-risk AI systems in the AI Act with those under the liability framework. Third, based on an analysis of the key risks AI poses, the final part of the paper maps out a road for the future of AI liability and regulation, in the EU and beyond. More specifically, I make four key proposals. Effective compensation should be ensured by combining truly strict liability for certain high-risk AI systems with general presumptions of defectiveness, fault and causality in cases involving SMEs or non-high-risk AI systems. The paper introduces a novel distinction between illegitimate- and legitimate-harm models to delineate strict liability's scope. Truly strict liability should be reserved for high-risk AI systems that, from a social perspective, should not cause harm (illegitimate-harm models, e.g., autonomous vehicles or medical AI). Models meant to cause some unavoidable harm by ranking and rejecting individuals (legitimate-harm models, e.g., credit scoring or insurance scoring) may merely face rebuttable presumptions of defectiveness and causality. General-purpose AI systems and Foundation Models should only be subjected to high-risk regulation, including liability for high-risk AI systems, in specific high-risk use cases for which they are deployed. Consumers, in turn, ought to be liable based on regular fault, in general. Furthermore, innovation and legal certainty should be fostered through a comprehensive regime of safe harbours, defined quantitatively to the best extent possible. Moreover, trustworthy AI remains an important goal for AI regulation. Hence, the liability framework must specifically extend to non-discrimination cases and provide for clear rules concerning explainability (XAI). Finally, awareness for the climate effects of AI, and digital technology more broadly, is rapidly growing in computer science. In diametrical opposition to this shift in discourse and understanding, however, EU legislators have long neglected environmental sustainability in both the draft AI Act and the proposed liability regime. To counter this, I propose to jump-start sustainable AI regulation via sustainability impact assessments in the AI Act and sustainable design defects in the liability regime. In this way, the law may help spur not only fair AI and XAI, but also sustainable AI (SAI). © 2023 Philipp Hacker","2-s2.0-85170636566"
